Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,601331,-,-,-,20.29,-100.54,-6,2077,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2016,1,1,0,0,0,0,0,0,0,0,8,10,169.11,0,0.154,2.7,2.078,89.5,91.32000000000001,12,790,0.0000,0.0000,N/A
2016,1,1,0,30,0,0,0,0,0,0,8,10,175.49,0,0.154,2.5,2.067,89.5,97.54,12,790,0.0000,0.0000,N/A
2016,1,1,1,0,0,0,0,0,0,0,8,10,175.63,0,0.154,2.4000000000000004,2.056,93.10000000000001,97.13,12,790,0.0000,0.0000,N/A
2016,1,1,1,30,0,0,0,0,0,0,4,10,169.28,0,0.154,2.2,2.052,93.10000000000001,97.10000000000001,11,790,0.0000,0.0000,N/A
2016,1,1,2,0,0,0,0,0,0,0,3,10,162.46,0,0.154,2,2.049,96.2,96.69,11,790,0.0000,0.0000,N/A
2016,1,1,2,30,0,0,0,0,0,0,0,10,155.57,0,0.154,1.7000000000000002,2.048,96.2,96.67,11,790,0.0000,0.0000,N/A
2016,1,1,3,0,0,0,0,0,0,0,3,10,148.67000000000002,0,0.154,1.5,2.048,96,96.39,11,790,0.0000,0.0000,N/A
2016,1,1,3,30,0,0,0,0,0,0,3,10,141.78,0,0.154,1.4000000000000001,2.047,96,96.39,11,790,0.0000,0.0000,N/A
2016,1,1,4,0,0,0,0,0,0,0,1,10,134.91,0,0.154,1.3,2.047,91,96.54,11,790,0.0000,0.0000,N/A
2016,1,1,4,30,0,0,0,0,0,0,1,10,128.07,0,0.154,1.3,2.04,91,96.55,11,790,0.0000,0.0000,N/A
2016,1,1,5,0,0,0,0,0,0,0,1,10,121.26,0,0.154,1.4000000000000001,2.033,87.9,96.38,11,790,0.0000,0.0000,N/A
2016,1,1,5,30,0,0,0,0,0,0,0,9,114.5,0,0.154,1.4000000000000001,2.017,87.9,100,10,790,0.0000,0.0000,N/A
2016,1,1,6,0,0,0,0,0,0,0,1,9,107.8,0,0.154,1.4000000000000001,2.004,89.2,100,10,790,0.0000,0.0000,N/A
2016,1,1,6,30,0,0,0,0,0,0,3,9,101.18,0,0.154,1.5,1.991,89.2,100,10,790,0.0000,0.0000,N/A
2016,1,1,7,0,0,0,0,0,0,0,3,9,94.64,0,0.154,1.7000000000000002,1.978,92.2,100,11,790,0.0000,0.0000,N/A
2016,1,1,7,30,13,65,16,13,65,16,1,10,88.22,0,0.154,1.9000000000000001,1.972,92.2,95.92,12,790,0.0000,0.0000,N/A
2016,1,1,8,0,50,335,97,50,335,97,1,10,81.94,0,0.154,2.2,1.967,96,85.84,13,790,0.0000,0.0000,N/A
2016,1,1,8,30,76,512,201,76,512,201,0,10,75.85000000000001,0,0.154,1.9000000000000001,1.968,96,75.44,15,790,9.7587,7.4880,N/A
2016,1,1,9,0,93,629,309,93,629,309,1,11,69.97,0,0.154,1.6,1.969,106.10000000000001,69.33,17,790,15.8231,12.2538,N/A
2016,1,1,9,30,107,708,413,107,708,413,1,11,64.39,0,0.154,1.4000000000000001,1.973,106.10000000000001,65.11,18,790,22.1271,17.2316,N/A
2016,1,1,10,0,117,762,508,117,762,508,1,11,59.19,0,0.154,1.2000000000000002,1.978,99.2,61.36,19,790,28.1375,21.9860,N/A
2016,1,1,10,30,125,802,591,125,802,591,0,11,54.47,0,0.154,1.2000000000000002,1.985,99.2,57.65,20,790,33.5256,26.2517,N/A
2016,1,1,11,0,129,835,662,129,835,662,0,11,50.370000000000005,0,0.154,1.2000000000000002,1.993,92.10000000000001,53.11,21,790,38.1916,29.9462,N/A
2016,1,1,11,30,133,854,715,133,854,715,0,11,47.050000000000004,0,0.154,1.2000000000000002,2.001,92.10000000000001,49.94,22,790,41.7266,32.7467,N/A
2016,1,1,12,0,123,892,757,123,892,757,0,10,44.69,0,0.154,1.3,2.011,89.30000000000001,45.81,23,790,44.4965,34.9388,N/A
2016,1,1,12,30,124,897,776,124,897,776,0,10,43.45,0,0.154,1.2000000000000002,2.027,89.30000000000001,45.78,23,790,45.7726,35.9497,N/A
2016,1,1,13,0,127,892,775,127,892,775,0,10,43.43,0,0.154,1.2000000000000002,2.043,86.4,42.15,24,790,45.7161,35.9055,N/A
2016,1,1,13,30,125,886,756,125,886,756,0,10,44.61,0,0.154,1.1,2.068,86.4,42.13,24,790,44.4480,34.9013,N/A
2016,1,1,14,0,123,874,720,123,874,720,0,10,46.92,0,0.154,1.1,2.094,80.9,41.43,24,790,42.0359,32.9904,N/A
2016,1,1,14,30,119,855,667,119,855,667,0,10,50.2,0,0.154,1.1,2.122,80.9,41.42,24,790,38.5044,30.1929,N/A
2016,1,1,15,0,108,842,600,108,842,600,0,9,54.27,0,0.154,1.2000000000000002,2.1510000000000002,72.7,40.97,24,790,34.0668,26.6774,N/A
2016,1,1,15,30,102,805,517,102,805,517,0,9,58.97,0,0.154,1.4000000000000001,2.1710000000000003,72.7,43.51,23,790,28.6714,22.4058,N/A
2016,1,1,16,0,95,747,421,95,747,421,0,9,64.16,0,0.154,1.7000000000000002,2.193,62.7,46.32,22,790,22.5929,17.5975,N/A
2016,1,1,16,30,84,672,317,84,672,317,0,9,69.72,0,0.154,2,2.203,62.7,49.24,21,790,16.2690,12.6030,N/A
2016,1,1,17,0,68,563,209,68,563,209,1,10,75.58,0,0.154,2.4000000000000004,2.214,56.6,55.64,20,790,10.1696,7.8072,N/A
2016,1,1,17,30,47,390,104,47,390,104,1,10,81.67,0,0.154,2.7,2.207,56.6,63.03,18,790,0.0000,0.0000,N/A
2016,1,1,18,0,16,95,19,16,95,19,0,11,87.95,0,0.157,3.1,2.201,56.7,68.98,17,790,0.0000,0.0000,N/A
2016,1,1,18,30,0,0,0,0,0,0,0,11,94.36,0,0.157,3.4000000000000004,2.182,56.7,73.53,16,790,0.0000,0.0000,N/A
2016,1,1,19,0,0,0,0,0,0,0,0,10,100.89,0,0.157,3.8000000000000003,2.164,63.300000000000004,75.42,15,790,0.0000,0.0000,N/A
2016,1,1,19,30,0,0,0,0,0,0,1,10,107.52,0,0.157,3.9000000000000004,2.14,63.300000000000004,80.48,14,790,0.0000,0.0000,N/A
2016,1,1,20,0,0,0,0,0,0,0,1,10,114.21000000000001,0,0.157,4,2.116,73.2,82.60000000000001,13,790,0.0000,0.0000,N/A
2016,1,1,20,30,0,0,0,0,0,0,1,10,120.97,0,0.157,3.9000000000000004,2.092,73.2,88.21000000000001,12,790,0.0000,0.0000,N/A
2016,1,1,21,0,0,0,0,0,0,0,1,9,127.78,0,0.157,3.8000000000000003,2.069,81.4,85.60000000000001,12,790,0.0000,0.0000,N/A
2016,1,1,21,30,0,0,0,0,0,0,1,9,134.62,0,0.157,3.6,2.05,81.4,91.44,11,790,0.0000,0.0000,N/A
2016,1,1,22,0,0,0,0,0,0,0,3,9,141.5,0,0.157,3.5,2.031,85.9,89.07000000000001,11,790,0.0000,0.0000,N/A
2016,1,1,22,30,0,0,0,0,0,0,3,9,148.39000000000001,0,0.157,3.3000000000000003,2.016,85.9,95.18,10,790,0.0000,0.0000,N/A
2016,1,1,23,0,0,0,0,0,0,0,1,8,155.29,0,0.157,3.2,2.001,87.5,92.88,10,790,0.0000,0.0000,N/A
2016,1,1,23,30,0,0,0,0,0,0,1,8,162.18,0,0.157,3,1.984,87.5,92.86,10,790,0.0000,0.0000,N/A
2016,1,2,0,0,0,0,0,0,0,0,3,8,169.02,0,0.157,2.9000000000000004,1.969,88.10000000000001,90.9,10,790,0.0000,0.0000,N/A
2016,1,2,0,30,0,0,0,0,0,0,3,8,175.45000000000002,0,0.157,2.7,1.952,88.10000000000001,97.18,10,790,0.0000,0.0000,N/A
2016,1,2,1,0,0,0,0,0,0,0,1,8,175.76,0,0.157,2.6,1.935,88.80000000000001,95.61,10,790,0.0000,0.0000,N/A
2016,1,2,1,30,0,0,0,0,0,0,3,8,169.4,0,0.157,2.4000000000000004,1.923,88.80000000000001,95.57000000000001,9,790,0.0000,0.0000,N/A
