Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,601331,-,-,-,20.29,-100.54,-6,2077,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2019,1,1,0,0,0,0,0,0,0,0,0,6.1000000000000005,169.08,0,0.15,1,1.5,105,82.66,8.9,793,0.0000,0.0000,N/A
2019,1,1,0,30,0,0,0,0,0,0,0,6.1000000000000005,175.47,0,0.15,0.9,1.5,110,83.78,8.700000000000001,793,0.0000,0.0000,N/A
2019,1,1,1,0,0,0,0,0,0,0,0,6.1000000000000005,175.67000000000002,0,0.15,0.9,1.5,115,84.18,8.6,793,0.0000,0.0000,N/A
2019,1,1,1,30,0,0,0,0,0,0,0,6.1000000000000005,169.32,0,0.15,0.9,1.5,118,84.08,8.6,792,0.0000,0.0000,N/A
2019,1,1,2,0,0,0,0,0,0,0,0,5.9,162.5,0,0.15,0.9,1.5,122,83.92,8.5,792,0.0000,0.0000,N/A
2019,1,1,2,30,0,0,0,0,0,0,0,5.9,155.61,0,0.15,0.8,1.4000000000000001,123,83.92,8.5,792,0.0000,0.0000,N/A
2019,1,1,3,0,0,0,0,0,0,0,0,5.7,148.71,0,0.15,0.8,1.4000000000000001,125,82.64,8.5,792,0.0000,0.0000,N/A
2019,1,1,3,30,0,0,0,0,0,0,0,5.7,141.82,0,0.15,0.8,1.4000000000000001,125,83.77,8.3,792,0.0000,0.0000,N/A
2019,1,1,4,0,0,0,0,0,0,0,0,5.5,134.95,0,0.15,0.7000000000000001,1.4000000000000001,125,82.86,8.200000000000001,792,0.0000,0.0000,N/A
2019,1,1,4,30,0,0,0,0,0,0,0,5.5,128.1,0,0.15,0.8,1.3,123,83.99,8,792,0.0000,0.0000,N/A
